transaction_id,customer_id,product_id,transaction_date,amount,quantity,payment_method,status
1127f9da-e34e-47f3-9838-7601a4ab961f,cust023,PROD010,2026-03-04,77.0,2,Credit Card,Completed
cab0b454-bf4c-4f77-8509-8df7cd0ed7a5,CUST023,PROD002,2026-04-12,204.84,3,PayPal,Completed
a0232a05-5e2f-4767-b128-4f8e14754c2c,CUST023,PROD010,2026-04-06,99999999,,Bank Transfer,Completed
470538cf-faef-4864-b4d5-0778c8c5dd39,CUST023,PROD007,2026-03-27,181.57,2,Bank Transfer,Completed
7e4e68ef-2fe8-45e5-9eb3-a97490531092,CUST023,PROD008,2026-07-05,237.46,,PayPal,Completed
3051026c-d3ae-4fdd-a113-6ca7071cc2f9,CUST023,PROD009,2026-05-15,,1,Bank Transfer,Completed
ee6f197e-0a3e-4492-a2f0-d7196b88349b,CUST023,PROD004,2026-07-02,467.7,2,Bank Transfer,Completed
64784e76-9ac4-43a5-95a2-ef19af0cabf0,CUST023,PROD005,2026-05-22,158.38,2,Bank Transfer,Completed
a723e010-6d2a-4dad-97fa-cadf7ed904ad,CUST024,PROD001,2026-05-21,90.71,2,Credit Card,Completed
1255b816-ba1f-454c-8ae9-be15e2a694a0,CUST024,PROD008,2026-05-24,237.46,1,   CrEdIt CaRd   ,Completed
0cef4627-dfd9-4511-a74b-b6a5864f7d9e,CUST024,PROD007,2026-03-06,181.57,1,Credit Card,Completed
d37bb768-45c8-44e3-be1f-c96188a7e4dc,CUST024,PROD001,2026-05-09,$90.71,1,PayPal,Completed
260e0f34-0191-49b4-b37c-02ba03d28e63,CUST024,PROD007,2026-01-25,181.57,2,   CrEdIt CaRd   ,Completed
b9f891d6-f80c-4c7a-9653-f964276656d3,CUST024,PROD010,2026-01-27,77.0,3,   CrEdIt CaRd   ,Completed
f98362d1-c2d5-4aa6-ac48-c0191e9e08e6,CUST024,PROD010,2026-02-12,77.0,1,PayPal,Completed
c12dcfa3-22ab-4082-bacc-aff6a375b272,CUST024,PROD001,2026-06-16,90.71,3,   CrEdIt CaRd   ,Completed
7eca107c-2951-4511-92af-bcf2798b653c,CUST024,PROD005,2026-06-27,158.38,2,   CrEdIt CaRd   ,Completed
7f813758-da66-44dd-aafd-17cd7378efc4,CUST024,PROD010,2026-06-01,77.0,2,PayPal,Completed
16afdda5-24f3-451f-a8e3-e49ebbefbea2,CUST025,PROD003,2026-04-10,352.06,2,   CrEdIt CaRd   ,Completed
34e2cf3c-2bb1-4431-8233-36bde3be1bab,CUST025,PROD005,2026-04-30,158.38,,Credit Card,Completed
3232c2ec-eebb-4d69-aeb2-372a6bc5603c,CUST026,PROD009,2026-02-25,,2,Credit Card,Completed
c196cff9-5316-4ad7-b6cc-689d1219a4ed,CUST026,PROD002,2026-04-09,204.84,2,PayPal,Completed
8d6a1160-d3c0-43a0-b48b-ccfd70ad2fad,CUST027,PROD005,2026-04-25,158.38,,PayPal,Completed
6d2fea7d-9f08-4577-bed4-4b9e0e4ce538,CUST027,PROD004,2026-02-20,467.7,2,PayPal,Completed
3cc6c466-d40e-4795-9e6e-0420a373815a,CUST028,PROD008,2026-05-23,237.46,two,Credit Card,Completed
f183fefe-cc4f-41a9-adf0-56de7733a32b,CUST028,PROD006,2026-05-02,280.01,1,Bank Transfer,Completed
b61e8751-7251-4b07-b88c-697854a33b69,CUST029,PROD008,2026-03-31,237.46,1,PayPal,Completed
fa5d099f-fec2-4e9a-b7b7-e7600b1fd588,CUST029,PROD007,2026-05-09,181.57,1,PayPal,Completed
c672ed9f-96a3-4b4c-8196-9783e45de208,CUST029,PROD003,2026-04-20,352.06,3,Credit Card,Completed
b88eabf7-ffd0-4f4a-a848-29bd8c7dcc85,CUST029,PROD010,2026-05-12,77.0,2,Bank Transfer,Completed
ad020b81-b1cc-40f1-ae14-b08faa9733dc,CUST029,PROD007,2026-03-06,,,   CrEdIt CaRd   ,Completed
5f3004d2-7065-4248-b847-80e442c10f70,CUST029,PROD004,2026-04-14,467.7,2,Credit Card,Completed
923c4daf-3560-4f47-a8c8-56f78d7df47b,CUST029,PROD010,2026-02-15,77.0,2,Bank Transfer,Completed
f97e9b13-2691-431e-b157-5a8898b5766e,CUST029,PROD009,2026-06-17,,1,PayPal,Completed
f0c42206-64d5-458c-b399-f910d844669d,cust029,PROD003,2026-04-16,352.06,2,   CrEdIt CaRd   ,Completed
2a259570-16fa-4edd-a505-10c91f7849a2,CUST030,PROD006,2026-06-26,,two,Bank Transfer,Completed
c7bb5417-df7f-4bed-8d34-6dde72cc32ab,cust030,PROD007,2026-06-27,181.57,2,PayPal,Completed
ece508c8-8dd1-4f96-86e8-52684a37523d,CUST030,PROD002,2026-03-06,204.84,3,   CrEdIt CaRd   ,Completed
ddf08d81-421d-419e-b4f9-c02e9cff498a,CUST030,PROD007,2026-03-06,181.57,3,PayPal,Completed
05223542-4012-4778-a5b4-da8f2246b3c1,CUST030,PROD005,2026-06-16,158.38,3,Bank Transfer,Completed
b92699a7-3f48-4ed3-afb0-d297c141ddbc,CUST030,PROD006,2026-03-27,280.01,1,   CrEdIt CaRd   ,Completed
5722d602-8dcf-43d5-8112-d2c0a1d0d2f5,cust031,PROD001,2026-02-28,90.71,1,   CrEdIt CaRd   ,Completed
f330c1aa-b2f8-4674-aadd-81d0a97b6be1,CUST031,PROD005,2026-03-18,158.38,2,Credit Card,Completed
508a4227-901b-4fb7-b2db-29b2ef6f84ca,CUST031,PROD009,2026-03-16,,3,Bank Transfer,Completed
cdcb9955-e62e-488b-9dbf-1e938e5603be,CUST032,PROD003,2026-04-15,352.06,two,Credit Card,Completed
a40f8ab1-18bf-4d5b-955d-3dc0ab9a044d,CUST032,PROD006,2026-07-04,$280.01,3,PayPal,Completed
34a59e89-29ff-491f-adcf-62fcce61cb79,CUST033,PROD001,2026-05-14,90.71,2,Credit Card,Completed
89036daa-376c-452e-bc2a-e4a50556e9ff,CUST033,PROD007,2026-06-11,,3,PayPal,Completed
44a148eb-0d3a-4eec-85ee-f29b00dd06a3,CUST033,PROD001,2026-05-05,90.71,3,PayPal,Completed
3882e25f-6eff-4059-abb1-1793502cb065,CUST033,PROD003,2026-05-30,352.06,,Bank Transfer,Completed
3ac6ac81-11ad-4588-b4a4-0b5c86599354,CUST033,PROD009,2026-02-26,,1,   CrEdIt CaRd   ,Completed
8a27ccf3-1537-49b2-9757-059b894f1244,CUST033,PROD004,2026-02-24,467.7,1,   CrEdIt CaRd   ,Completed
c1d4b7b8-6338-4ac2-85b4-adbc1ff86617,CUST033,PROD003,2026-05-29,352.06,3,   CrEdIt CaRd   ,Completed
30790d9a-b171-47d9-8423-5ef879b9026f,CUST033,PROD007,2026-07-11,181.57,1,   CrEdIt CaRd   ,Completed
0d5ba70e-e581-413a-9205-c0781136c615,CUST033,PROD002,2026-02-28,204.84,,PayPal,Completed
cb1da6b0-07d3-47b0-a132-a12d93cdef88,CUST033,PROD003,2026-04-07,352.06,1,Bank Transfer,Completed
4e0c6773-3ec6-4428-9b51-aa9b93d4fc41,CUST033,PROD003,2026-04-03,352.06,2,PayPal,Completed
98dbe644-09a8-4c82-8ca9-9c9e77b63d80,CUST033,PROD001,2026-05-04,90.71,2,   CrEdIt CaRd   ,Completed
50038012-5949-4abd-8808-2cdc261a4b73,CUST033,PROD008,2026-06-26,237.46,3,Bank Transfer,Completed
c7ecc77c-077f-4873-aad5-353a347da567,CUST033,PROD006,2026-01-23,280.01,3,PayPal,Completed
6b26541d-46f5-4fc7-8b38-036422c757de,CUST033,PROD005,2026-06-01,158.38,1,PayPal,Completed
000a5133-3508-4cbb-80af-3e6184baf7bc,CUST033,PROD008,2026-06-23,237.46,two,   CrEdIt CaRd   ,Completed
a4d90eb2-27cf-4691-a263-14c291e1155f,CUST033,PROD002,2026-04-03,$204.84,2,   CrEdIt CaRd   ,Completed
bf7e4471-5c6f-49a8-b0df-7c1e7413fb5f,CUST034,PROD001,2026-03-24,90.71,1,PayPal,Completed
774d8cd9-92fa-4254-ba6f-fccd9d21a14a,CUST034,PROD010,2026-04-10,77.0,2,   CrEdIt CaRd   ,Completed
63b6234a-17cb-491e-ae63-4037f71fd8fe,CUST034,PROD004,2026-03-18,467.7,1,PayPal,Completed
753f27a9-bec9-48fa-859e-2b52dc624274,CUST034,PROD005,2026-04-27,158.38,2,Credit Card,Completed
dc8c2858-8f04-4f5d-bfaf-42a90112b7ec,CUST034,PROD008,2026-01-30,237.46,2,   CrEdIt CaRd   ,Completed
5b7af177-3c05-4afb-9253-802185036aad,CUST034,PROD004,2026-06-13,467.7,3,Credit Card,Completed
66b300da-bdf3-474e-b325-8bd9d14cee21,CUST034,PROD004,2026-06-14,467.7,3,   CrEdIt CaRd   ,Completed
1a1eaf8a-0af1-4aa7-b2c5-f8123f1926d7,CUST034,PROD004,2026-05-30,467.7,2,Bank Transfer,Completed
37a8fb9c-95b1-4ea7-973f-319e66b9c307,CUST034,PROD007,2026-04-25,181.57,1,PayPal,Completed
a42016e0-12a9-4281-9462-7ea2e67d1d20,CUST034,PROD006,2026-06-01,280.01,2,Bank Transfer,Completed
36f75029-2ac6-4e4c-8848-8779dc838346,CUST034,PROD002,2026-05-05,204.84,1,Bank Transfer,Completed
e29eac53-7ace-4913-90d8-3185dfee1270,CUST035,PROD009,2026-05-05,,3,PayPal,Completed
69d99f1b-28e5-4a8b-ab61-c38fa6797819,CUST036,PROD004,2026-06-10,467.7,2,PayPal,Completed
b3be167c-c2a2-4895-9ce0-1842dcfd334b,CUST036,PROD006,2026-07-12,280.01,,PayPal,Completed
bd9120b7-65d8-4049-affe-706ab07e2593,CUST036,PROD002,2026-03-06,204.84,two,   CrEdIt CaRd   ,Completed
adee53bf-627e-4509-8cd2-3e48b3ff22ac,CUST036,PROD008,2026-07-07,237.46,2,Credit Card,Completed
10153c9c-51d1-4ef5-9208-2583d02256c1,CUST036,PROD008,2026-05-06,237.46,3,Credit Card,Completed
1f0e04d9-aa31-4c46-aa13-1615b9751b4a,CUST036,PROD002,2026-06-11,204.84,1,Bank Transfer,Completed
a7fd57f8-b855-4546-a9e5-bbf7c2a8f7bd,CUST036,PROD007,2026-04-18,181.57,3,PayPal,Completed
c081b64c-dd62-43ed-87fd-9402987f292c,CUST036,PROD009,2026-03-23,,1,   CrEdIt CaRd   ,Completed
d0a86c10-3cce-4322-a3f0-1d5f00930420,CUST036,PROD007,2026-02-03,181.57,2,Bank Transfer,Completed
bd3a4e21-ea2d-44d1-aea1-0ef1ab520eac,CUST036,PROD008,2026-04-15,237.46,3,Credit Card,Completed
a0474f7d-68c6-481c-b344-5d9dbe482fe8,CUST036,PROD007,2026-06-05,181.57,2,Bank Transfer,Completed
6439797e-d708-4971-a01d-bab43fb80375,CUST036,PROD009,2026-05-13,,3,PayPal,Completed
36bc9a30-e519-4c19-86b6-8902808cc53f,CUST036,PROD008,2026-01-22,237.46,1,Credit Card,Completed
680177c8-c2cb-44b0-9fd2-a6c40de9420d,CUST037,PROD007,2026-01-26,181.57,1,Bank Transfer,Completed
59232a59-a3b8-4f73-a5df-218cc1534074,CUST037,PROD009,2026-04-02,,2,Bank Transfer,Completed
61e3f4b0-8e1f-4095-b17e-6e9a56ecdc74,CUST038,PROD007,2026-03-04,181.57,2,Bank Transfer,Completed
bd43032d-9369-4e37-9113-163d2c5d7967,CUST038,PROD009,2026-04-09,,1,PayPal,Completed
98c3371f-5db4-4b58-9e98-b4e386ef6c59,CUST038,PROD008,2026-03-12,237.46,1,Bank Transfer,Completed
aa5f73cc-3061-4028-946d-8b093d488582,CUST038,PROD010,2026-05-23,77.0,1,Credit Card,Completed
45d69a9a-9995-40b8-a7b1-2612a919d50a,CUST038,PROD007,2026-07-10,181.57,3,   CrEdIt CaRd   ,Completed
0e67d9e3-ff93-461e-b02b-0baa71fc8509,CUST038,PROD005,2026-06-04,158.38,2,Bank Transfer,Completed
b0c94874-728a-4486-9ee7-995584e5e335,CUST038,PROD008,2026-06-04,$237.46,1,Credit Card,Completed
c9f87359-dd76-4895-ae57-b13755c9dc88,CUST038,PROD001,2026-05-15,90.71,,Credit Card,Completed
14bd4b18-bc38-47ee-9739-20efaccd3605,CUST038,PROD007,2026-05-01,99999999,2,   CrEdIt CaRd   ,Completed
6e710535-d734-41c8-a571-c52645624c0f,CUST038,PROD004,2026-03-28,467.7,2,Bank Transfer,Completed
c3318205-2756-4cf9-be40-0a727cbdd2cd,CUST038,PROD006,2026-04-26,280.01,2,PayPal,Completed
38721e30-7217-4b55-b55b-0aa45ee4f536,CUST038,PROD002,2026-02-14,204.84,3,   CrEdIt CaRd   ,Completed
9f6ec602-549a-422d-95ca-5b47bfe819e3,CUST038,PROD001,2026-07-11,90.71,2,   CrEdIt CaRd   ,Completed
2c468342-a3a8-4e75-8ed8-09cca111576a,CUST038,PROD002,2026-05-05,204.84,2,Credit Card,Completed
e6937e03-ba60-43fa-918d-697fa2aac312,CUST038,PROD010,2026-06-24,77.0,2,Credit Card,Completed
29d434f3-61a8-485f-84e0-7bb90da02503,CUST038,PROD007,2026-05-04,181.57,1,   CrEdIt CaRd   ,Completed
011f3ba3-1853-4eda-b5bf-4693a4b1a515,CUST038,PROD003,2026-06-29,352.06,3,Credit Card,Completed
802f8e12-5298-4862-831e-757ed57ca2a5,CUST038,PROD005,2026-01-23,158.38,3,   CrEdIt CaRd   ,Completed
458db2d5-6b53-4243-85b5-a7f3261a0acd,CUST038,PROD002,2026-02-04,204.84,2,Bank Transfer,Completed
94c8a233-6b90-40bc-9046-e9a50545d287,CUST039,PROD009,2026-05-24,,,Bank Transfer,Completed
1bee8c86-edf2-4124-80c0-ae5d9dfa910d,CUST039,PROD005,2026-02-14,158.38,2,   CrEdIt CaRd   ,Completed
4f32cbbc-674e-47bd-95fd-a17826815a2c,CUST039,PROD006,2026-02-07,280.01,1,   CrEdIt CaRd   ,Completed
a2208023-4c92-4656-8f63-3809c0342661,CUST039,PROD003,2026-03-20,352.06,2,Credit Card,Completed
0f2f058c-7b0a-4385-a52d-5eb393ef865b,CUST039,PROD007,2026-02-17,181.57,1,PayPal,Completed
913b69bf-e4b8-46de-9154-0de57000b2aa,CUST039,PROD003,2026-05-26,,,Credit Card,Completed
db8ec71e-9691-4f4f-8c0a-692d21780762,CUST039,PROD009,2026-02-23,,two,PayPal,Completed
d98e3373-801e-47c5-83d5-910aaeefe0bd,CUST039,PROD002,2026-02-17,204.84,1,Bank Transfer,Completed
67e3b664-29a0-40a5-a314-bbb8cd9dc63d,CUST039,PROD008,2026-05-03,237.46,3,   CrEdIt CaRd   ,Completed
bbbcad57-bd2f-4417-9841-f66aa21cd0f8,CUST039,PROD001,2026-03-18,90.71,2,Credit Card,Completed
e2fbdf2c-0367-4e0b-a997-ab6c37203f7d,CUST039,PROD001,2026-02-28,90.71,2,PayPal,Completed
cbe5fa68-8bc3-4523-9db8-3946c522ba51,CUST039,PROD010,2026-03-20,77.0,1,Bank Transfer,Completed
049558d9-69f6-4db8-b186-31c316448444,CUST039,PROD006,2026-03-14,280.01,2,Bank Transfer,Completed
47d2758f-e7b3-482a-88f6-70da54af122a,CUST039,PROD006,2026-03-27,,1,Bank Transfer,Completed
fee040df-3431-4ce7-a6d1-c732478f4ddc,CUST039,PROD001,2026-02-06,90.71,3,Credit Card,Completed
f64bfb56-1a1f-43d3-8e45-355c502e2bf8,CUST040,PROD006,2026-03-01,280.01,3,Bank Transfer,Completed
f6fbfadc-1132-4923-95bb-7c645cc702fb,CUST040,PROD010,2026-04-13,77.0,1,PayPal,Completed
2856787e-f7e9-40cc-90b8-89ff1efa6188,CUST040,PROD006,2026-04-22,280.01,3,Bank Transfer,Completed
27dc3f3d-f4fd-4a3b-aaca-7c95dfb8d4e4,CUST040,PROD006,2026-04-28,280.01,3,PayPal,Completed
e7de6af8-a21f-4086-b85c-4d9a01c31d55,CUST040,PROD010,2026-03-03,$77.0,1,Credit Card,Completed
d462e80d-7fd7-4096-8fdd-cb6b7d4887cb,CUST040,PROD002,2026-04-11,204.84,1,Credit Card,Completed
76083968-bff1-4e64-ae2a-0c20abe2918c,CUST040,PROD002,2026-04-15,204.84,1,PayPal,Completed
541cf182-bef7-49ab-b507-fd7ab4b634e5,CUST041,PROD001,2026-04-06,90.71,2,Credit Card,Completed
a6ee3aa3-c50d-4c20-873e-314242ea49ce,CUST041,PROD003,2026-01-30,352.06,2,PayPal,Completed
f043f1d5-77e9-46bc-814b-e2d9cebd0238,CUST041,PROD006,2026-07-15,280.01,2,Credit Card,Completed
3ac25b1a-b9c1-4a94-a176-3b6261b59258,CUST041,PROD010,2026-05-27,77.0,3,Bank Transfer,Completed
e0777e83-5427-4a3a-a80f-b4aca6a74eaf,CUST041,PROD005,2026-06-02,158.38,3,PayPal,Completed
a6ded607-905d-4b48-9914-3035653f8274,CUST042,PROD001,2026-04-03,,3,Credit Card,Completed
d27a0617-b833-4ed0-9deb-853f907cb8e4,CUST043,PROD003,2026-04-06,352.06,3,PayPal,Completed
87e25fa9-3ca9-44ec-9afe-b5a6c28ee5df,CUST044,PROD002,2026-02-22,204.84,2,Credit Card,Completed
dd7f09ca-52e3-45a4-a33c-a077b5fb58a5,CUST044,PROD008,2026-03-07,237.46,3,Bank Transfer,Completed
3854ff26-7f21-4e3c-8403-90ddfeeae328,CUST044,PROD006,2026-04-21,280.01,1,Credit Card,Completed
33b7ad8d-7872-4016-99e2-86c5f0079043,CUST044,PROD003,2026-06-05,352.06,2,Credit Card,Completed
06d2d1f3-7c71-42fb-aadf-e4e50d302575,CUST044,PROD002,2026-01-24,204.84,3,   CrEdIt CaRd   ,Completed
2ac1f440-ebac-47d8-a109-06e9a146b8a0,CUST044,PROD004,2026-04-05,467.7,3,PayPal,Completed
9e19cab2-a092-40c8-bdb8-51945ecf6716,CUST044,PROD003,2026-01-25,352.06,1,PayPal,Completed
b4088038-ef05-4bba-bf48-c37245b807a5,CUST044,PROD001,2026-06-07,90.71,1,Bank Transfer,Completed
2ef24e17-94ef-4a2e-9c68-96a51a47f5d3,CUST044,PROD003,2026-02-24,352.06,3,   CrEdIt CaRd   ,Completed
bfe6d0b2-504a-46cb-969a-a97626308e44,cust044,PROD003,2026-06-19,352.06,3,Bank Transfer,Completed
66ab08c6-63aa-479d-a209-84468d33c605,CUST044,PROD002,2026-05-07,204.84,1,Bank Transfer,Completed
b6c3bd41-d2e4-4b39-bc30-0303d46efd5b,CUST044,PROD007,2026-02-05,$181.57,1,PayPal,Completed
7272c786-c2e2-42b2-b027-bd34bb06332d,CUST044,PROD001,2026-02-14,90.71,1,   CrEdIt CaRd   ,Completed
c8c34298-edc9-42b2-a186-1d3d9cee5562,CUST044,PROD008,2026-03-27,$237.46,3,   CrEdIt CaRd   ,Completed
3b583ead-e01a-4664-9da8-6719f80c29f3,CUST044,PROD010,2026-02-17,77.0,1,Bank Transfer,Completed
dc1de0cb-39e9-4022-8587-d0c2dbf2b734,CUST044,PROD004,2026-05-22,467.7,two,Bank Transfer,Completed
911a4141-b5ce-444a-ba25-6673d74d5a7f,CUST045,PROD003,2026-06-26,352.06,2,PayPal,Completed
3bf3109b-593b-4cf7-8eb9-a40567297397,CUST046,PROD008,2026-03-31,99999999,2,   CrEdIt CaRd   ,Completed
84043a2a-d5a9-4a0d-be84-f863eda193ee,CUST046,PROD010,2026-06-28,77.0,2,Bank Transfer,Completed
dd50d077-a23c-46a5-826c-6ff7528fd888,CUST046,PROD002,2026-07-02,204.84,1,   CrEdIt CaRd   ,Completed
4617693f-1239-4afc-a66a-4f97bb6b6969,CUST046,PROD003,2026-03-09,$352.06,2,   CrEdIt CaRd   ,Completed
dde90937-4ff9-401c-b20c-3dbfecc7f461,CUST046,PROD008,2026-04-04,237.46,2,Bank Transfer,Completed
6cc0cbed-b7c2-4349-a136-13d515e681fe,CUST046,PROD001,2026-05-02,90.71,3,Bank Transfer,Completed
4e8f4c59-e6e6-4848-acbb-66c9644aed43,CUST047,PROD007,2026-06-12,181.57,2,   CrEdIt CaRd   ,Completed
1e4e1735-41a5-434c-ba7a-44a71f270845,CUST047,PROD004,2026-06-27,467.7,2,Bank Transfer,Completed
c7f256ff-0e4b-45a5-b9e8-8c8db0ed7b79,CUST047,PROD007,2026-03-04,181.57,3,Credit Card,Completed
a7a53fa5-3371-4274-b0b0-b594415c9b36,CUST047,PROD010,2026-04-12,77.0,3,   CrEdIt CaRd   ,Completed
53d6df2e-cb95-473d-a520-d528809810b6,CUST047,PROD005,2026-05-24,158.38,,Bank Transfer,Completed
04746d2f-38f9-4f8c-9da7-be602d9b1825,CUST047,PROD005,2026-06-01,$158.38,2,Bank Transfer,Completed
53ba103b-5456-4b44-bab9-f8c2a5883cf4,CUST047,PROD003,2026-06-07,352.06,1,Credit Card,Completed
495f89d8-1a9d-49fb-9f16-0264ca5c5806,CUST047,PROD010,2026-03-18,77.0,3,   CrEdIt CaRd   ,Completed
37066d48-058d-47a8-a8ad-4f760e8695fe,CUST047,PROD010,2026-02-25,77.0,1,Bank Transfer,Completed
58eb37a8-0c9f-45ca-afda-873bddc83352,CUST047,PROD007,2026-06-19,181.57,1,PayPal,Completed
3498dbf1-cd50-4cbd-a4b1-5b1cfdbc2c7d,CUST047,PROD001,2026-05-27,90.71,3,   CrEdIt CaRd   ,Completed
e4cabceb-f801-485f-bd40-30499d9e1b5d,CUST047,PROD009,2026-01-25,,,Bank Transfer,Completed
f602fad2-eb65-43cd-b5e9-1d4ca7c02ff0,CUST047,PROD001,2026-02-04,,2,Bank Transfer,Completed
623efc4c-64a2-42c9-8304-086b3b0d9e2f,CUST047,PROD007,2026-07-13,99999999,3,Bank Transfer,Completed
0ddff258-33e7-47bf-b499-b29f459f0873,CUST047,PROD001,2026-02-05,90.71,3,   CrEdIt CaRd   ,Completed
e0de8e1d-65d3-46c6-b1ec-06d19ea56240,CUST048,PROD008,2026-03-21,237.46,2,Bank Transfer,Completed
ef25999c-0f69-4a0f-9028-176c863dd001,CUST048,PROD004,2026-04-07,467.7,1,PayPal,Completed
97ee0e69-50ac-4f0a-aa19-f117736c06c1,CUST049,PROD005,2026-03-13,158.38,1,   CrEdIt CaRd   ,Completed
8ec52d76-1eb7-45ab-97e6-b7d0e2a16f12,CUST050,PROD004,2026-06-23,467.7,2,PayPal,Completed
d2e2f172-8276-4ed7-818d-f0a6cf23c99a,CUST050,PROD006,2026-03-09,280.01,2,PayPal,Completed
3b8208bb-464b-435a-8d90-2bcb0de4bb36,CUST050,PROD005,2026-03-24,158.38,2,Bank Transfer,Completed
44d513e8-c2a5-4873-8dfd-42d13a63c423,CUST050,PROD005,2026-04-14,158.38,3,Credit Card,Completed
eb0528cc-1c46-4884-a1e9-42120a2ce225,CUST050,PROD009,2026-01-22,,1,PayPal,Completed
a1e8a062-727f-456a-b96a-f570acb2f540,CUST050,PROD006,2026-06-04,280.01,3,PayPal,Completed
79f8af50-e2fd-437e-8183-86191977b56a,CUST050,PROD006,2026-01-24,280.01,2,PayPal,Completed
6956cc20-4088-46f8-84c2-0c9a0739da9d,CUST050,PROD008,2026-03-29,237.46,1,Credit Card,Completed
4e88feb1-8c59-4461-9697-4890f94896b7,CUST050,PROD009,2026-03-29,,3,PayPal,Completed
5b01a2f0-1756-4261-a824-9c124ab95992,CUST050,PROD002,2026-03-24,204.84,2,Bank Transfer,Completed
d8ee46ac-3743-44f5-aec6-5ca2bd8e8d15,CUST050,PROD009,2026-02-18,,3,Bank Transfer,Completed
3ed9638b-05ca-4d7a-859f-0cd1ffa9cf47,CUST050,PROD009,2026-03-31,,3,   CrEdIt CaRd   ,Completed
b3b524fd-cfce-4e48-a71d-0131a9e4473b,CUST050,PROD006,2026-06-24,,3,Credit Card,Completed
eb51da93-112d-44f7-9b41-e8b2c572aee9,CUST050,PROD006,2026-05-12,280.01,3,   CrEdIt CaRd   ,Completed
e614acb9-0baf-4810-95a5-9d6230feb86b,CUST050,PROD010,2026-01-21,77.0,1,Credit Card,Completed
4d0deb25-9ab6-4e87-a91a-1ad3c01b6e64,CUST050,PROD003,2026-05-31,352.06,1,Bank Transfer,Completed
d0e9f77d-d04a-4d99-8699-59609cb85c81,CUST050,PROD009,2026-03-26,,2,Bank Transfer,Completed
9b0ae5ea-8c18-4396-9a85-a3059d6a4b6d,CUST050,PROD005,2026-02-18,158.38,2,Bank Transfer,Completed
3b4e98fe-30b6-4dbd-a6ea-aee00f55bfae,CUST050,PROD005,2026-02-15,158.38,1,PayPal,Completed
ce20c6c5-c2ca-4818-bf0f-afa1feedb8e8,CUST050,PROD001,2026-04-20,90.71,2,PayPal,Completed
0ed25520-6928-4c61-a70b-e48d9073466a,CUST051,PROD008,2026-06-11,99999999,1,Bank Transfer,Completed
bb4bbae8-c558-4624-b918-0a80bfcca18f,CUST051,PROD007,2026-06-21,181.57,1,Credit Card,Completed
1a35373e-9f36-445a-94fb-8674733e1708,CUST051,PROD008,2026-03-03,237.46,2,PayPal,Completed
8bd8da38-3cf0-4490-866c-62b0fb125b12,CUST051,PROD007,2026-05-07,181.57,3,PayPal,Completed
165cb3d3-2bfe-4d85-a4e8-cc9f3cce348b,CUST051,PROD003,2026-04-02,$352.06,2,PayPal,Completed
14842131-6dab-43d0-8805-5153b8519ba0,CUST051,PROD003,2026-01-26,352.06,3,Credit Card,Completed
684e3d9b-a8ce-4cd7-bbc4-5bd6fe28ed9e,CUST051,PROD007,2026-04-04,181.57,2,Bank Transfer,Completed
34104771-469c-4725-9111-d21cf62afe96,CUST051,PROD010,2026-04-24,77.0,3,PayPal,Completed
8584937c-f3ca-4174-ba0a-b344c946fb2c,CUST051,PROD006,2026-06-16,$280.01,1,Credit Card,Completed
043d34b1-a287-447d-b2ae-3c135cd54064,CUST051,PROD008,2026-03-02,237.46,two,Bank Transfer,Completed
f8fc1fc7-73f4-4227-8779-3cf789ff75c0,CUST052,PROD006,2026-02-24,280.01,3,Credit Card,Completed
d556e5f9-7f3a-49ee-ba3b-a905f5e393dd,CUST052,PROD007,2026-07-15,181.57,two,   CrEdIt CaRd   ,Completed
803c9b73-d202-464d-8cb7-00d2a6cf8cd4,CUST052,PROD003,2026-04-20,,3,PayPal,Completed
65ee87ea-a0bb-4c0b-9428-5776d1a7326c,CUST052,PROD010,2026-05-24,77.0,2,Bank Transfer,Completed
33994be5-6b85-42a2-a9bb-49423a6f34e6,CUST052,PROD008,2026-05-18,237.46,1,Credit Card,Completed
75782f17-f168-4baf-a448-f2d4be1e5f99,CUST052,PROD001,2026-05-04,$90.71,2,Bank Transfer,Completed
927e9e83-3da5-4504-926b-6a294959bc25,CUST052,PROD002,2026-02-28,204.84,2,   CrEdIt CaRd   ,Completed
f063ef3d-c325-46cc-bec2-b26e37af97d1,CUST052,PROD009,2026-01-30,,2,PayPal,Completed
ca01ba73-91a9-4a9a-be0b-51c6ad2b1867,CUST052,PROD009,2026-02-06,,3,Bank Transfer,Completed
8d8bdb01-262f-483a-9167-cab05f5deeaa,CUST052,PROD001,2026-06-28,90.71,2,Bank Transfer,Completed
358b1c24-a92c-4cd5-88b4-de451f9b5e9b,cust052,PROD010,2026-03-06,77.0,1,PayPal,Completed
1236ef3b-25da-4c66-9973-26dd8fecf63a,CUST052,PROD003,2026-03-07,352.06,3,PayPal,Completed
20cdead8-bb8c-4c4a-baf1-412c1e3d6deb,cust052,PROD006,2026-02-23,280.01,1,Bank Transfer,Completed
5eca1edb-d7f4-4d3a-8a3b-f28e12c593fb,CUST052,PROD002,2026-02-04,204.84,3,Bank Transfer,Completed
d9ee71ea-d81d-4e96-b695-86d02156d13e,cust052,PROD009,2026-01-28,,1,Bank Transfer,Completed
6bca1bfd-5be6-4850-9058-b067b552cdb6,CUST052,PROD010,2026-04-04,77.0,1,PayPal,Completed
