ticket_id,customer_id,issue_date,resolution_date,category,severity,status,csat_score
2cabf6a8-7e1c-4b47-bbac-f66878de9405,CUST091,2026-01-27,2026-07-19,Technical,High,Resolved,3
709d0025-ed96-4b9f-a066-6d35c6a81629,CUST091,2026-05-16,2026-07-17,Technical,High,Resolved,3
aeec08fd-f6c8-48b6-b338-8f1d249fd44b,CUST091,2026-05-03,2026-07-15,Billing,High,Resolved,3
f0e9e61c-c9bc-4a98-88de-0ed6bc6d39c3,CUST094,2026-07-11,2026-07-16,Account,High,Resolved,3
a43024c0-c15f-41a2-9e81-36020e70b1b9,CUST094,2026-02-13,2026-07-18,Technical,High,Resolved,1
89488a5d-826c-473a-a177-bfa938684eb8,CUST094,2026-06-28,2026-07-14,Billing,High,Resolved,2
7469f9c1-a60a-4f08-933d-90b055b3998d, CUST095 ,2026-01-26,,Account,High,Resolved,2
30d71b96-a31e-4fb0-8365-3d1908d707a9,CUST095,2026-05-26,2026-07-15,Account,High,Resolved,3
b5eda4a8-03e5-4d78-a2e1-96429fe4ba7e,CUST095,2026-04-04,2026-07-14,Technical,High,Resolved,1
0b4383dd-c93d-47f3-8329-15aeee773301,CUST095,2026-03-01,2026-07-16,Account,High,Resolved,2
48d5aec9-433a-44a7-9e95-810224169b75,CUST095,2026-06-06,2026-07-17,Billing,High,Resolved,1
22c803bb-2923-4096-989c-9c2bdb361937,CUST095,2026-07-07,2026-07-17,Technical,High,Resolved,1
597c4fe8-2f9f-445d-9c6a-e5f8259adc1f,CUST096,2026-01-20,2026-07-17,Account, high ,Resolved,1
52693628-be80-4099-bdf3-f3685e8fe090,CUST096,2026-03-17,2026-07-18,Technical,High,Resolved,2
8737fb5d-276e-442b-9bda-89b5e4e1cfe0,CUST096,2026-02-16,2026-07-14,Account,High,Resolved,1
897b5ab8-e3e5-47ff-a271-3525f95eb5ee,CUST101,2026-04-02,2026-07-19,Account,Low,Resolved,5
c2b4f1d7-e676-45b3-9504-a0493f8bcbf3,CUST101,2026-02-19,2026-07-15,Billing,Low,Resolved,5
99fcbe35-b15a-4578-a300-23f53a846f2f,CUST102,2026-06-26,2026-07-16,Billing,Medium,Resolved,5
ff89d6b8-fdc8-4733-8ef7-1d6da2e73b88,CUST102,2026-05-01,2026-07-15,Technical,Low,Resolved,4
c2e8528e-c927-4218-9845-3ba4017ab53a,CUST104,2026-07-17,2026-07-15,Technical,High,Resolved,3
bb041747-d15c-4fa8-907b-2ff480582380,CUST104,2026-05-11,2026-07-18,Billing,High,Resolved,2
654d8531-095f-48da-b8f2-06183a19eb37,CUST104,2026-02-10,2026-07-15,Account,high,Resolved,2
c1fc0e6f-eafa-4575-9d97-3a5f3c3a3709, CUST104 ,2026-02-09,,Account,High,Resolved,1
0e3c2e7d-9279-4eab-b93a-3afda8ea7af9,CUST108,2026-07-02,2026-07-14,Technical,Low,Resolved,4
451eaabc-4839-4c7a-b8b9-77923c0ff71d,CUST110,2026-05-18,2026-07-15,Account,Low,Resolved,4
6e546e27-c428-4757-8d4b-352fd39b8340,CUST110,2026-05-14,2026-07-16,Account,Medium,Resolved,4
8dc6b586-8a62-4ec5-bda3-c44168919a71,CUST111,2026-05-22,2026-07-14,Billing,High,Resolved,3
6389f50c-0409-4eb8-b7e1-a0e432a8eb8f,CUST111,2026-01-22,2026-07-16,Account,High,Resolved,1
5acc1ccd-8e82-4047-9488-a99d0e984e96,CUST111,2026-04-24,2026-07-15,Billing,High,Resolved,1
66521dd5-8ff2-42c3-a18f-5f272088908a,CUST111,2026-07-07,2026-07-19,Billing,High,Resolved,2
b9d5de0a-fd01-4836-9408-7c5909c80b95,CUST111,2026-05-02,2026-07-19,Account,High,Resolved,1
a8ff63f8-71c7-49fe-a5f9-ac54bbcff151, CUST111 ,2026-06-15,2026-07-15,Technical,High,Resolved,3
a7b4aaed-6f31-4d77-8255-9ec4a3ecfa60,CUST111,2026-07-13,2026-07-15,Technical, High ,Resolved,3
dc843ae6-c67b-4dbb-8ddc-4b3e3882d74e,CUST111,2026-05-06,2026-07-16,Technical,High,Resolved,1
3658853c-8dd4-47e8-9ff9-430f5a478a07,CUST112,2026-06-30,2026-07-18,Billing,High,Resolved,2
d9ef3167-4798-41b3-b18e-ac401dc9f037,CUST112,2026-02-04,2026-07-17,Billing,high,Resolved,3
e63899a4-baf6-49aa-984a-f1bb58b6f334,CUST112,2026-02-28,2026-07-18,Technical,High,Resolved,2
0742e73d-e84d-4144-a5f6-50d5099401c1,CUST112,2026-05-13,2026-07-18,Technical,High,Resolved,3
14795537-fdcc-4d4f-ac04-ba021291edb5,CUST112,2026-05-10,2026-07-16,Account,High,Resolved,1
3b7fc379-3026-4331-81f2-75ae2d15cf9b,CUST114,2026-02-03,2026-07-17,Billing,High,Resolved,1
a3edae57-a380-4216-ac98-9063f046b94d,CUST114,2026-05-11,2026-07-16,Technical,High,Resolved,2
ee7b42ca-2fe6-4aa2-a139-dcd52c6a3801,CUST114,2026-03-08,2026-07-14,Account,High,Resolved,3
1086940c-05ce-4a38-9e28-05c61b2226de,CUST114,2026-06-23,2026-07-18,Billing,High,Resolved,2
b602df97-5b01-4cbc-a9ef-f2d9dcbeb7eb,CUST114,2026-06-11,2026-07-15,Account,High,Resolved,3
ae116dab-13f0-426d-b939-4e82649fd11d,CUST115,2026-07-13,2026-07-14,Billing,high,Resolved,3
eff2efa0-f246-4ff9-a1f9-06adc0bcc5bd,CUST115,2026-06-08,2026-07-17,Billing,High,Resolved,2
3554a687-6cae-43a3-855a-ba6ba6dfceec,CUST115,2026-02-06,2026-07-17,Account,High,Resolved,1
d940e44e-8d63-4e0a-9458-bb2d2e57a1c1, CUST115 ,2026-05-17,2026-07-17,Billing,High,Resolved,3
e657ffd7-91cb-4ce1-a190-c698bfa99d06,CUST115,2026-02-13,2026-07-15,Account,High,Resolved,3
bf8fa025-fb5e-4934-a67a-09f219b9eeb8,CUST115,2026-02-08,2026-07-17,Account,high,Resolved,1
84dae8d1-09f2-412d-a774-72e1424a9a5a,CUST116,2026-03-02,2026-07-15,Billing,Medium,Resolved,4
42f184e8-52fd-47fd-b55f-877a9c1e5a77,CUST117,2026-05-16,2026-07-17,Account,Medium,Resolved,4
b74a169e-2bf8-4780-9616-41f9605f9fd2,CUST118,2026-05-14,2026-07-18,Technical,High,Resolved,1
ae01be9c-e3b7-4771-a398-fbde03bed0b2, CUST118 ,2026-07-06,2026-07-19,Account,High,Resolved,1
44633855-1d2d-49a0-a345-affcb545e8b6,CUST118,2026-04-11,2026-07-15,Technical,High,Resolved,1
2cdd5532-c4d0-40b3-b138-7174b402225f,CUST119,2026-04-07,2026-07-17,Billing,Low,Resolved,5
4f0360a7-5481-437b-8fb2-b9176c384095,CUST120,2026-02-03,,Account,Medium,Resolved,4
4cbc02f6-ff30-462f-9fbb-b0b53d65ce08,CUST120,2026-06-04,2026-07-15,Account,Low,Resolved,5
da291cce-2585-49af-8622-3855db36c090,CUST121,2026-06-02,2026-07-19,Technical, Medium ,Resolved,5
3b258157-57d9-4843-ae1a-7d19e0c5d9b5,CUST123,2026-02-04,2026-07-14,Billing,Low,Resolved,5
8d0f0b6f-6312-4b9e-be44-85e8647b362c,CUST123,2026-07-05,2026-07-14,Account,Medium,Resolved,5
280fd42b-dd06-4134-ba6b-40a32bd083be,CUST125,2026-05-06,2026-07-19,Account,High,Resolved,1
17e89d14-23c5-4ebd-8b7a-ffd7c3192a23,CUST125,2026-01-31,2026-07-17,Account,High,Resolved,1
73dce948-59bd-412a-82b2-d153b62df6e8,CUST125,2026-04-08,2026-07-19,Billing,High,Resolved,2
d50d0674-aa00-494c-a9ca-89324a9c67f6,CUST125,2026-05-19,2026-07-19,Technical,High,Resolved,1
69c35e82-ff24-41d1-a6fe-9b3e14e20b69,CUST125,2026-02-13,2026-07-14,Account,High,Resolved,1
855decdf-28c6-474c-bab6-511305af2bd3,CUST125,2026-04-12,,Billing,High,Resolved,2
6c63f55d-2f10-431f-8c3b-28c6b152ff1e,CUST125,2026-04-14,2026-07-19,Account,High,Resolved,2
843d706d-27f6-40fb-8184-b49b04dc322e,CUST125,2026-01-26,2026-07-16,Billing,High,Resolved,3
4b22f172-5c3a-429d-8c19-1ee4c4887ee2,CUST127,2026-02-17,2026-07-14,Billing,Medium,Resolved,5
9f9a2a31-a446-4413-abcd-e455a0571d0e,CUST128,2026-03-16,2026-07-17,Technical,Low,Resolved,4
df475723-6142-4ed6-8f3f-92c76ce0dbc4,CUST128,2026-02-18,,Billing,Low,Resolved,5
e878eb51-1ebf-4ae3-9149-da09a77b56fa,CUST130,2026-02-04,2026-07-18,Technical,Medium,Resolved,4
07391774-e076-4eda-b266-05b5f5db23af,CUST130,2026-06-27,2026-07-17,Technical,Medium,Resolved,4
3cb80202-bafa-4b8c-bb1f-fdc318cef985,CUST132,2026-06-22,2026-07-17,Billing,Medium,Resolved,5
8b23dc7e-f3dd-4acd-8e53-e7d74104a774,CUST132,2026-04-23,2026-07-16,Account,Low,Resolved,5
6dc5a328-e4fe-4f28-8180-ed20eca4c3af,CUST135,2026-03-06,2026-07-14,Billing,Medium,Resolved,5
7e06a7da-f438-4d64-a102-3bae598974d4,CUST135,2026-06-15,2026-07-15,Account,Low,Resolved,5
a8bdcd18-510c-449a-8204-bebad273ca1e,CUST136,2026-05-21,2026-07-18,Account,Low,Resolved,5
a8df55ce-e156-4826-90a9-98105056c794,CUST136,2026-05-28,2026-07-15,Billing,Medium,Resolved,5
785eeb1a-f2dc-45b3-9d2d-ebc877c70821,CUST137,2026-06-19,2026-07-14,Billing,Low,Resolved,4
a0e00701-f26a-472e-ad70-653619bcab71,CUST137,2026-03-25,2026-07-16,Billing,Medium,Resolved,5
b7af182a-0a49-476d-8552-ddc7a733e393,CUST138,2026-03-17,2026-07-17,Technical,High,Resolved,3
584dcd75-88b8-401e-996d-8c0769bb8ddc,CUST138,2026-02-11,2026-07-16,Technical,High,Resolved,1
129a75b0-d73f-41f6-84ce-9a791ac1ba55,CUST138,2026-02-22,2026-07-14,Account,High,Resolved,2
894615c7-8f04-4c15-a5fa-bba1da4313ca,CUST138,2026-06-23,2026-07-19,Account,High,Resolved,1
47e0c150-6eb9-4840-be79-b05320f1441b,CUST138,2026-07-11,2026-07-19,Account,High,Resolved,2
27782d37-1771-4b09-b4eb-24911d028ad9,CUST138,2026-05-04,2026-07-15,Billing,High,Resolved,1
5f9b3895-a46c-4ddf-99b3-b827ee53bb9a, CUST138 ,2026-05-24,2026-07-18,Technical,High,Resolved,2
48159983-31fc-40f6-889e-936668384e90,CUST138,2026-02-21,2026-07-15,Technical,High,Resolved,2
8b031d17-863f-4b39-b8a1-a5273f98e929,CUST140,2026-02-18,2026-07-14,Account,Medium,Resolved,5
1403c26f-0440-4fe5-aa4a-ee51899b9d2b,CUST140,2026-02-15,2026-07-19,Technical,Low,Resolved,5
f77f97b5-4166-4d14-9ee6-b742c04b3e60,CUST141,2026-05-10,2026-07-19,Billing,High,Resolved,2
4be52d79-7565-4d78-a0b7-f6f2e7253741,CUST141,2026-04-26,2026-07-16,Billing,High,Resolved,2
2b0e1613-5d77-46f2-8c27-caad3e7b5479,CUST141,2026-03-30,2026-07-14,Account,High,Resolved,2
64afd73c-d86d-4b44-b6db-5e3a3410c592,CUST141,2026-02-20,2026-07-19,Account,High,Resolved,2
6fc94edb-8316-4c13-9acc-673da1961ae8,CUST141,2026-03-16,2026-07-14,Technical,High,Resolved,1
6a82e279-444b-4699-830f-cb54542cb2f0,CUST141,2026-04-11,2026-07-15,Technical,High,Resolved,2
37a066eb-38cf-4e3d-b194-633009b0bd14,CUST141,2026-05-08,2026-07-16,Billing,High,Resolved,2
7f0892e6-7cff-4cb1-b326-eddf83f89f07,CUST141,2026-07-03,,Billing,High,Resolved,2
4defa8a8-08dd-420d-88ec-2fef998eea19,CUST142,2026-02-02,2026-07-16,Technical,Medium,Resolved,5
bf605fc1-e73b-4612-9e39-8dafd9d4a680,CUST142,2026-04-16,2026-07-15,Account,Medium,Resolved,4
f45c530f-c3c3-44cc-9eef-2ff57deba860,CUST144,2026-02-16,2026-07-14,Account,Medium,Resolved,4
cf95f7f6-0535-4769-b7aa-ced3dcd99a74, CUST145 ,2026-04-16,2026-07-15,Account,Low,Resolved,4
e708cd95-e49e-4b26-a1b9-1cf0a7e26c45,CUST146,2026-02-25,2026-07-15,Technical,Low,Resolved,5
c8772feb-7147-4348-bf5c-43dac9e56118,CUST148,2026-03-08,2026-07-14,Billing,Medium,Resolved,5
69e6cb96-e560-48bc-b8ee-dafdb9bf0ab0,CUST148,2026-04-17,2026-07-17,Technical,Low,Resolved,4
d0ea8af4-1c3e-4593-8d28-4ae2947129d2,CUST149,2026-07-04,2026-07-15,Billing,High,Resolved,2
d2513989-f625-46a8-982d-d92b042ae0ed,CUST149,2026-03-27,2026-07-15,Billing,high,Resolved,2
1180671c-b7e7-47de-8180-54746a8c89d9,CUST149,2026-05-21,2026-07-15,Technical,High,Resolved,1
5abd70cb-1d31-4a9c-95dc-3d9ccdaf046b, CUST149 ,2026-03-14,2026-07-16,Account,High,Resolved,1
d3157212-f723-43d9-bc43-1d8a09bf20a9,CUST149,2026-06-18,2026-07-15,Account,High,Resolved,2
